environment,reference_arm,comparison_arm,window,reference_window,comparison_window,design,metric,field,contrast,n_seed,seed_median,ci95_low,ci95_high
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_sum_AE_cross,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_sum_AE_cross,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_sum_total_energy,difference,5,59.85182621281648,50.00921729554737,111.32570451479397
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_sum_total_energy,ratio,5,4.073705926086307,3.281546891039109,4.871996394176825
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_sum_mean_A_sq,difference,5,53.082094127871244,41.23450930441817,101.65708015424846
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_sum_mean_A_sq,ratio,5,4.067535054306912,3.2179611819603173,4.964576172710835
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_sum_mean_E_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_sum_mean_E_sq,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_target_change_fraction,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_target_change_fraction,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_target_change_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_target_change_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_learner_input_mean_shift_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_learner_input_mean_shift_sq,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_original_context_mean_shift_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_original_context_mean_shift_sq,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_task_start_mse,difference,5,-8.261895757186725e-05,-0.0004016073528646302,0.00013451458934241598
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_task_start_mse,ratio,5,0.7976093787460538,0.6480487085852944,1.5632483138433166
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_mse,difference,5,-0.0001615316089782936,-0.0005007221376899906,0.00016686003040149446
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_mse,ratio,5,0.6717294784939204,0.6414596937334911,1.8010159151110618
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_task_mse_gain,difference,5,1.5253394940373255e-05,-3.234544105907844e-05,9.911478482536041e-05
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_task_mse_gain,ratio,5,0.012867697251352266,-0.07951378228139333,16.313249774040703
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_task_start_acc,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_task_start_acc,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_train_acc,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_train_acc,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_task_accuracy_gain,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_task_accuracy_gain,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_grad_w1_start_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_grad_w1_start_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_grad_w1_end_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_grad_w1_end_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_grad_w2_start_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_grad_w2_start_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_grad_w2_end_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_grad_w2_end_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_adaptive_alpha_median,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_adaptive_alpha_median,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_adaptive_alpha_clip_frac,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_adaptive_alpha_clip_frac,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_adaptive_alpha_median_l1,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_adaptive_alpha_median_l1,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_adaptive_alpha_clip_frac_l1,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_adaptive_alpha_clip_frac_l1,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_adaptive_alpha_median_l2,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_adaptive_alpha_median_l2,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_adaptive_alpha_clip_frac_l2,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,actual,late_adaptive_alpha_clip_frac_l2,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_nearbalance,difference,5,1.51699675708542,1.1116661604642342,2.07901314588201
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_nearbalance,ratio,5,-0.13803132624372308,-0.6338308383520697,0.24706313866757187
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_activity,difference,5,0.053550267231059025,0.034377529282121164,0.07176912704066021
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_activity,ratio,5,2.5132727027513595,2.0677462234063375,3.1314640620732104
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_loglog_slope,difference,5,0.03995062141302469,-0.25191345037897517,0.11266331158805698
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_loglog_slope,ratio,5,1.1035796457365203,0.26980847639699873,1.3667100990783005
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_halves_ratio,difference,5,0.003930534392335039,-0.02692356473854174,0.01289067042760772
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_halves_ratio,ratio,5,1.0037627232137658,0.9740947233905902,1.0124549386206563
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_mean_sqrtQ,difference,5,0.014678113185906838,-0.035841972346350226,0.04890421426600333
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_mean_sqrtQ,ratio,5,1.017417299696287,0.9538652527612644,1.0664789800820713
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_mean_sigma,difference,5,5.718639704714576,3.80844900021269,6.22806634791262
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_mean_sigma,ratio,5,1.284638704997002,1.2120478490508637,1.3131406484997865
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_A_balance,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_A_balance,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_A_activity,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_A_activity,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_update_only_balance,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_update_only_balance,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_G_pre_over_Q,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_G_pre_over_Q,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_abs_G_pre_over_Q,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_abs_G_pre_over_Q,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_sum_A_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_sum_A_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_sum_E_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_sum_E_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_sum_AE_cross,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_sum_AE_cross,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_sum_total_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_sum_total_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_sum_mean_A_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_sum_mean_A_sq,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_sum_mean_E_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_sum_mean_E_sq,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_target_change_fraction,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_target_change_fraction,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_target_change_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_target_change_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_learner_input_mean_shift_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_learner_input_mean_shift_sq,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_original_context_mean_shift_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_original_context_mean_shift_sq,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_task_start_mse,difference,5,-8.261895757186725e-05,-0.0004016073528646302,0.00013451458934241598
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_task_start_mse,ratio,5,0.7976093787460538,0.6480487085852944,1.5632483138433166
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_mse,difference,5,-0.0001615316089782936,-0.0005007221376899906,0.00016686003040149446
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_mse,ratio,5,0.6717294784939204,0.6414596937334911,1.8010159151110618
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_task_mse_gain,difference,5,1.5253394940373255e-05,-3.234544105907844e-05,9.911478482536041e-05
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_task_mse_gain,ratio,5,0.012867697251352266,-0.07951378228139333,16.313249774040703
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_task_start_acc,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_task_start_acc,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_train_acc,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_train_acc,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_task_accuracy_gain,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_task_accuracy_gain,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_grad_w1_start_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_grad_w1_start_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_grad_w1_end_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_grad_w1_end_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_grad_w2_start_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_grad_w2_start_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_grad_w2_end_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_grad_w2_end_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_adaptive_alpha_median,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_adaptive_alpha_median,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_adaptive_alpha_clip_frac,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_adaptive_alpha_clip_frac,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_adaptive_alpha_median_l1,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_adaptive_alpha_median_l1,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_adaptive_alpha_clip_frac_l1,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_adaptive_alpha_clip_frac_l1,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_adaptive_alpha_median_l2,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_adaptive_alpha_median_l2,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_adaptive_alpha_clip_frac_l2,difference,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,raw,late_adaptive_alpha_clip_frac_l2,ratio,0,,,
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,reference,late_nearbalance,difference,5,1.8380779114047818,1.2459081973387442,2.2515025717612787
conda,LR_k1_X0Y0,LR_k1_X0Y0,primary400_vs_secondary100,secondary100,primary400,400_minus_100_same_arm,reference,late_nearbalance,ratio,5,-0.06562385389485519,-0.5326804493205927,0.2766907378755563
