arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
KKT1,raw,0,0,0.001,11,none,0.9441416667,0.6566666961,0.6566666961,0,0,-10.87121868,11.75024891,-203.94133,0.5676789284,58.85205793,0,0,-33.14214706,28.71505547,-85.87116241,0.4801474512,74.04831992,14.11098862,2.394631624,1.161230445,0.05220127106,0.01251075324,0.07269228995,0,1.200000048,0.01893767715,0.01351069286,0.02691657469,0,1.200000048
KKT1,raw,0,0,0.001,12,none,0.9452958333,1,1,0,0,-11.06924915,11.64598465,-137.2509613,0.6707753539,68.81765987,0,0,-29.69678497,29.36752129,-81.82839966,0.5476455092,78.41244987,14.54342175,2.405888081,1.177592635,0.05321248993,0.01851642318,0.07042930275,0,1.200000048,0.02096778154,0.01426205039,0.03068733402,0,1.200000048
KKT1,raw,0,0,0.001,13,none,0.9502666667,1,1,0,0,-7.649799824,11.42618847,-151.1074524,0.7917431593,67.13106805,0,0,-32.71873856,32.4864769,-72.39949036,0.5433416963,78.30876661,14.79153061,2.444690466,1.218526125,0.05368077755,0.01730690151,0.07125289738,0,1.200000048,0.0189782232,0.01350507978,0.02552106604,0,1.200000048
KKT1,raw,0,0,0.001,14,none,0.9431458333,1,1,0,0,-10.43876171,12.117486,-195.4542084,0.6946559548,62.79625402,0,0,-33.01687622,32.76070786,-83.29611206,0.5581102371,77.96365024,15.35370636,2.485898972,1.281331301,0.0508739613,0.01324723009,0.07395629585,0,1.200000048,0.01868611388,0.01344215591,0.03047964163,0,1.200000048
KKT1,raw,0,0,0.001,15,none,0.9497729167,1,1,0,0,-11.64369678,11.9602108,-138.6031189,0.644510746,69.26640776,0,0,-29.20921326,30.834198,-72.86766052,0.5525143743,78.75529468,15.60704708,2.475375414,1.286701322,0.05146620795,0.01872074977,0.07562370598,0,1.200000048,0.02007485367,0.01405561995,0.03689376265,0,1.200000048
KKT1,raw,0,0,0.001,16,none,0.9523145833,1,1,0,0,-10.01455784,12.55134678,-138.8334351,0.6916381121,69.88964683,0,0,-32.02292252,33.7573967,-77.99881744,0.5654789805,79.62556764,16.01438141,2.545800447,1.330277681,0.04946345836,0.01852881722,0.06442630291,0,1.200000048,0.01832234301,0.01227395516,0.02734415792,0,1.200000048
KKT1,raw,0,0,0.001,17,none,0.9420291667,1,1,0,0,-11.92770672,12.76528931,-174.0971069,0.6364625096,65.85224376,0,0,-35.61776352,33.42689133,-82.4388504,0.533585906,77.98416676,16.40053558,2.573858023,1.358479023,0.04863308743,0.01492410339,0.06630983204,0,1.200000048,0.01849176921,0.01146509312,0.0272289943,0,1.200000048
KKT1,raw,0,0,0.001,18,none,0.949825,1,1,0,0,-9.854740143,12.92558384,-187.1016235,0.7123479247,65.08140236,0,0,-36.66663361,36.61978912,-92.42795563,0.5530349612,78.35122644,16.7530098,2.556167364,1.410300493,0.04787424207,0.01442879904,0.07020270824,0,1.200000048,0.01684680954,0.01225348562,0.0243125055,0,1.200000048
KKT1,raw,0,0,0.001,19,none,0.949475,1,1,0,0,-11.62436676,12.39864635,-148.9434662,0.5712376833,69.7148722,0,0,-26.12321854,28.83186722,-61.14732742,0.5480562449,80.41795707,16.94424248,2.513149977,1.451065779,0.0498528406,0.01764836349,0.0704106465,0,1.200000048,0.02148403227,0.01322927605,0.02970933355,0,1.200000048
KKT1,raw,0,0,0.001,20,none,0.95206875,1,1,0,0,-9.78636837,12.99512672,-177.1598816,0.7162166238,66.72969333,0,0,-37.43835449,35.86143875,-85.39735413,0.5561606884,78.31142858,17.27347374,2.551725388,1.509420514,0.04773151129,0.01504130103,0.06320509315,0,1.200000048,0.01720259525,0.01156790555,0.0251912456,0,1.200000048
KKT1,raw,0,0,0.001,21,none,0.9522458333,1,1,0,0,-9.950011253,12.65928173,-193.9744568,0.6481943727,65.02589479,0,0,-35.69530106,32.95142746,-77.83778381,0.5372195244,78.71764858,17.48144341,2.578545094,1.586436033,0.04856248572,0.01381779928,0.06520812213,0,1.200000048,0.01888236031,0.01230917964,0.02668536827,0,1.200000048
KKT1,raw,0,0,0.001,22,none,0.94614375,1,1,0,0,-12.02201366,13.23902893,-169.6595612,0.616720438,68.0637669,0,0,-30.68113327,31.29877853,-69.81577301,0.540869236,79.6844671,17.92035866,2.582640171,1.674389005,0.04665791243,0.01540355943,0.06089219823,0,1.200000048,0.01975869015,0.01341893431,0.02700799517,0,1.200000048
KKT1,raw,0,0,0.001,23,none,0.9472833333,0.9991666675,0.9991666675,0,0,-13.36985111,12.76241302,-197.8970184,0.5795409083,63.86693126,0,0,-33.67551422,29.96141052,-74.65657806,0.5296747684,79.27675037,18.3954277,2.569221735,1.731363416,0.04825256765,0.01347393356,0.05996635929,0,1.200000048,0.02071870118,0.01308157202,0.02650247701,0,1.200000048
KKT1,raw,0,0,0.001,24,none,0.9498875,1,1,0,0,-16.37294579,13.2704277,-181.3672333,0.5896601677,66.70001253,0,0,-36.98771667,33.94884109,-80.4541626,0.5517998338,78.9227893,18.77668762,2.581935644,1.745527625,0.04640640318,0.01483825594,0.05777071789,0,1.200000048,0.01830078848,0.01348965336,0.02567362227,0,1.200000048
KKT1,raw,0,0,0.001,25,none,0.95566875,1,1,0,0,-12.96434879,13.13984394,-162.268219,0.5677495003,69.28311231,0,0,-32.76935577,31.63803101,-73.54003143,0.5469525456,79.17900398,19.01608849,2.583132505,1.799599767,0.04699872062,0.01649833098,0.062498454,0,1.200000048,0.01955102384,0.01317838766,0.02596162446,0,1.200000048
KKT1,raw,0,0,0.001,26,none,0.9539125,1,1,0,0,-11.50760174,13.5658083,-182.3578491,0.639533937,67.31015762,0,0,-35.80768967,34.42060089,-93.34564972,0.5492273569,78.33226214,19.1076622,2.609436989,1.838268876,0.04561630636,0.01472426392,0.05976473913,0,1.200000048,0.01793444343,0.01171835233,0.02918319963,0,1.200000048
KKT1,raw,0,0,0.001,27,none,0.9533895833,1,1,0,0,-11.91807938,13.244174,-133.0425568,0.6158456802,73.60888292,0,0,-30.39966583,31.8318634,-70.42958832,0.5501912832,80.46187122,19.28005409,2.601154566,1.910244584,0.04672714323,0.01966517419,0.06328018755,0,1.200000048,0.01938243397,0.01325444691,0.02671439014,0,1.200000048
KKT1,raw,0,0,0.001,28,none,0.9590229167,1,1,0,0,-10.1926012,13.33778667,-190.2062378,0.6452724338,67.17293646,0,0,-35.68566513,34.24370575,-75.71924591,0.5422738791,80.05194644,19.53707695,2.62596941,1.954846621,0.04664402455,0.01410499588,0.06975333393,0,1.200000048,0.01808723062,0.01302601025,0.02350962535,0,1.200000048
KKT1,raw,0,0,0.001,29,none,0.9555229167,1,1,0,0,-11.84263706,13.35933113,-198.7278137,0.6857652664,66.09606514,0,0,-34.01528168,36.42844391,-94.49198151,0.570964396,79.64250369,19.7052536,2.615966082,2.008123636,0.04617984593,0.01357057318,0.05861252919,0,1.200000048,0.01685994305,0.01175890863,0.02305187099,0,1.200000048
KKT1,raw,0,0,0.001,30,none,0.9527625,1,1,0,0,-12.99610806,13.72418308,-151.7277832,0.6115528345,70.65177921,0,0,-37.75444794,33.4592247,-75.05329895,0.5492916107,79.68086713,19.89581108,2.570875406,2.047559738,0.04510932043,0.01778186858,0.05979015306,0,1.200000048,0.01842202619,0.01330941636,0.02541583963,0,1.200000048
KKT1,raw,0,0,0.001,31,none,0.9589583333,1,1,0,0,-11.01874065,14.3297348,-184.8861237,0.7260637283,67.90997148,0,0,-37.75234222,36.81105423,-94.8971405,0.5536956191,79.19532943,20.00326729,2.612672329,2.108623743,0.04328352958,0.01466777548,0.0564093627,0,1.200000048,0.01681317575,0.01109810639,0.02248153463,0,1.200000048
KKT1,raw,0,0,0.001,32,none,0.95590625,1,1,0,0,-15.11575222,13.98655415,-221.7874603,0.6066229343,63.25640392,0,0,-36.60168839,33.51168823,-97.58060455,0.5467711687,79.5677957,20.30798149,2.567482948,2.151917934,0.04416082799,0.01213785727,0.06156820059,0,1.200000048,0.01826947741,0.01241241675,0.02637468278,0,1.200000048
KKT1,raw,0,0,0.001,33,none,0.9578166667,1,1,0,0,-12.66547203,14.07865143,-212.9764404,0.6131197214,64.95033256,0,0,-35.59754944,34.51251602,-78.09841156,0.5507197976,80.4377859,20.38833046,2.589107037,2.212747335,0.04374409094,0.01261671539,0.05690416321,0,1.200000048,0.01787026785,0.01321931835,0.02522521093,0,1.200000048
KKT1,raw,0,0,0.001,34,none,0.9554541667,1,1,0,0,-13.50067043,14.5670805,-195.3103485,0.6754993796,66.71490183,0,0,-38.90662384,36.27939606,-95.62054443,0.5528206229,79.64890481,20.63320351,2.622570753,2.241796255,0.0423569642,0.01375587378,0.05861251429,0,1.200000048,0.0171302706,0.01203345321,0.02423455939,0,1.200000048
KKT1,raw,0,0,0.001,35,none,0.9574395833,1,1,0,0,-11.79302311,14.20134258,-197.6383972,0.6432561278,66.87966838,0,0,-42.32783127,36.54430389,-79.54225159,0.5503954887,79.07243724,20.65367699,2.616224527,2.281490564,0.0437469855,0.01357774809,0.06127517298,0,1.200000048,0.0169053562,0.01298428793,0.02498789877,0,1.200000048
KKT1,raw,0,0,0.001,36,none,0.9589958333,1,1,0,0,-13.26162434,14.28912544,-225.0237579,0.6616580486,64.2949215,0,0,-34.81082916,35.94294739,-114.501709,0.5682919621,80.59774881,20.90657234,2.659747124,2.306905746,0.0432978645,0.01188982092,0.05877920985,0,1.200000048,0.01721318811,0.01081578434,0.02422463335,0,1.200000048
KKT1,raw,0,0,0.001,37,none,0.957575,1,1,0,0,-9.579510689,14.13315487,-185.3438263,0.7267680168,68.38096347,0,0,-35.66281128,36.72926712,-101.1957092,0.578140974,80.77746927,21.0454216,2.613823891,2.393183231,0.04331561178,0.01451207604,0.06106457487,0,1.200000048,0.01676631533,0.01129971072,0.02269351855,0,1.200000048
KKT1,raw,0,0,0.001,38,none,0.95629375,0.9966666698,0.9966666698,0,0,-15.11708355,13.8734045,-215.2754517,0.5585986376,63.47483716,0,0,-29.09302711,29.97981453,-69.93038177,0.5463677645,81.37415215,21.18528175,2.597289085,2.398520708,0.04442381114,0.01221221685,0.05868817121,0,1.200000048,0.0203329213,0.01440493856,0.02678926103,0,1.200000048
KKT1,raw,0,0,0.001,39,none,0.9607104167,1,1,0,0,-9.609324455,14.37051487,-231.326416,0.7409046888,64.86519862,0,0,-40.99147415,39.38234711,-87.03661346,0.5560475588,79.9713995,21.37514305,2.681679249,2.445694923,0.04273436219,0.01140129194,0.0584520027,0,1.200000048,0.0156387426,0.01168969553,0.02196536772,0,1.200000048
KKT1,raw,0,0,0.001,40,none,0.95581875,1,1,0,0,-15.22915363,14.23773289,-185.3839111,0.6009523273,68.0675565,0,0,-31.34301186,34.09347916,-86.74990082,0.5598418117,81.38142726,21.57509613,2.648569822,2.495719433,0.04356754571,0.01419175882,0.05630969629,0,1.200000048,0.01808093116,0.01363087725,0.02556992508,0,1.200000048
KKT1,raw,0,0,0.001,41,none,0.9553854167,1,1,0,0,-14.25937176,14.04159164,-218.3204956,0.5887371898,64.24764662,0,0,-34.31117249,32.32505035,-80.0379715,0.5493113995,81.11566622,21.77160835,2.60278964,2.589186668,0.04417832568,0.01221715286,0.05398306251,0,1.200000048,0.01919241808,0.01309743803,0.02712409943,0,1.200000048
KKT1,raw,0,0,0.001,42,none,0.9628229167,1,1,0,0,-11.91617203,14.12605095,-228.5638123,0.6696614027,64.0015149,0,0,-34.51859283,35.9780159,-83.19527435,0.5787815452,80.77525613,21.88950157,2.614926577,2.651010275,0.04390162602,0.01184358355,0.05752281472,0,1.200000048,0.01714580134,0.01163231488,0.02429163456,0,1.200000048
KKT1,raw,0,0,0.001,43,none,0.9598416667,1,1,0,0,-10.75221252,14.46683693,-230.0575562,0.6996819973,64.59917353,0,0,-40.16503525,37.41902924,-81.41478729,0.5552985668,80.16146442,21.99549103,2.593820572,2.692189932,0.04267315567,0.01171313785,0.05582305416,0,1.200000048,0.01650987938,0.012318247,0.02071382105,0,1.200000048
KKT1,raw,0,0,0.001,44,none,0.9541333333,1,1,0,0,-12.60429668,14.18183613,-190.4238739,0.5864655972,68.41162457,0,0,-32.92993546,33.15386963,-78.72557068,0.5521892309,81.64540278,22.10438538,2.607930183,2.744060993,0.04369286448,0.01392161846,0.05663498864,0,1.200000048,0.01866282523,0.0132845249,0.02532743663,0,1.200000048
KKT1,raw,0,0,0.001,45,none,0.9600645833,1,1,0,0,-15.62527084,14.01483059,-215.8479767,0.5645288229,64.69055405,0,0,-35.40354919,33.02593613,-82.94264221,0.5416238308,80.55598882,22.19601822,2.608318567,2.814487934,0.04421763122,0.01236252673,0.05376360938,0,1.200000048,0.01871394366,0.01292120293,0.0244564414,0,1.200000048
KKT1,raw,0,0,0.001,46,none,0.9588645833,1,1,0,0,-14.64762688,13.84175396,-207.878891,0.5879257321,65.75409682,0,0,-35.03185654,32.37771988,-63.54907608,0.5351660252,81.61155554,22.38266754,2.58550477,2.877128839,0.04478780553,0.01312769484,0.05742542818,0,1.200000048,0.01908647642,0.01319213305,0.02605454437,0,1.200000048
KKT1,raw,0,0,0.001,47,none,0.9601541667,1,1,0,0,-14.28001785,13.88463974,-185.0466156,0.5714330673,68.73760823,0,0,-31.18507576,32.3589325,-78.5603714,0.5564619303,81.56426838,22.4556179,2.598387957,2.928851604,0.04462726414,0.01423456613,0.05674927682,0,1.200000048,0.01907839626,0.01387176104,0.02742356993,0,1.200000048
KKT1,raw,0,0,0.001,48,none,0.96383125,1,1,0,0,-13.06045341,14.01926517,-200.3000336,0.5890482664,67.19555103,0,0,-36.01271439,33.43761063,-70.33410645,0.5476520061,81.40322089,22.5312748,2.620413065,2.987832785,0.04401801899,0.0134049803,0.05844090506,0,1.200000048,0.01859383844,0.01188718434,0.02645883895,0,1.200000048
KKT1,raw,0,0,0.001,49,none,0.9615791667,1,1,0,0,-12.67794228,14.37430573,-135.6989899,0.6281439066,74.48189955,0,0,-32.95507431,35.09609985,-65.00615692,0.5585672855,82.4298004,22.66572189,2.642902136,3.029816389,0.04287750274,0.01902094483,0.0554408282,0,1.200000048,0.01765815355,0.01232067402,0.02281834371,0,1.200000048
KKT1,raw,0,0,0.001,50,none,0.9598375,1,1,0,0,-11.59080315,14.2189703,-204.7871246,0.6250425577,67.41954273,0,0,-38.46947861,36.29158401,-87.78530121,0.5482421517,80.61348998,22.84227562,2.622240782,3.093827724,0.04360544309,0.01330199931,0.05447242036,0,1.200000048,0.01699930616,0.01216239575,0.02296485938,0,1.200000048
KKT1,std,0,1,0.001,1,none,0.9803979167,1,1,0,0,-0.7174556851,12.11776447,-6.809425354,0.9552532434,74.43263779,0,0,-6.922734737,13.78953075,-24.3874073,0.7206501365,77.13246995,3.000046015,0.7948124409,0.7041771412,0.05098671839,0.027074527,0.08325149864,0,1.200000048,0.04482801631,0.02805345692,0.06663822383,0,1.200000048
KKT1,std,0,1,0.001,2,none,0.9846958333,1,1,0,0,-1.479782701,17.0259304,-7.836811543,0.9405501485,78.76211396,0,0,-15.34420967,19.90494728,-40.61209869,0.6139421463,80.4136757,4.487481594,0.9555916786,0.6993712187,0.0361228399,0.02616988122,0.05457140133,0,1.200000048,0.03109352477,0.01770421304,0.05134370551,0,1.200000048
KKT1,std,0,1,0.001,3,none,0.987525,1,1,0,0,-1.070906162,19.29174805,-7.306192398,0.960621357,79.49044354,0,0,-23.23355293,25.83839989,-49.34542465,0.5855270028,80.07435683,5.482559204,1.052998662,0.6533781886,0.03201444447,0.01980000734,0.04938461259,0,1.200000048,0.02386985347,0.01384878531,0.03604204208,0,1.200000048
KKT1,std,0,1,0.001,4,none,0.98751875,1,1,0,0,-1.69753027,20.77540398,-9.293102264,0.9507365227,81.37888058,0,0,-23.6110611,28.96405029,-40.05781174,0.5997182131,81.93585428,6.203903198,1.13969481,0.6283282638,0.02985377423,0.02155767009,0.04065708816,0,1.200000048,0.02137975767,0.01443359721,0.02961618453,0,1.200000048
KKT1,std,0,1,0.001,5,none,0.9878375,1,1,0,0,-2.37449193,21.35552788,-12.0348053,0.930678606,82.60723992,0,0,-22.2564106,29.54302788,-44.74145126,0.6183742285,83.16547562,6.734695435,1.172114491,0.6115905643,0.02875314467,0.02071335167,0.03623332083,0,1.200000048,0.0209603738,0.0128585482,0.03098128922,0,1.200000048
KKT1,std,0,1,0.001,6,none,0.987275,1,1,0,0,-2.698260307,23.0381546,-9.986456871,0.9212296605,82.9778066,0,0,-26.83033943,33.89703751,-48.88292313,0.6143991351,83.10563313,7.328993797,1.241900682,0.5967876911,0.02685037069,0.01942206919,0.03471301869,0,1.200000048,0.01828622259,0.01197820157,0.02817186154,0,1.200000048
KKT1,std,0,1,0.001,7,none,0.9872416667,1,1,0,0,-2.852166176,23.9699688,-10.29297733,0.9385296106,83.35722269,0,0,-27.3477211,34.83067703,-62.85983276,0.6104173064,83.92446937,7.852067471,1.283743858,0.5933989286,0.02574118599,0.01718615554,0.03377562761,0,1.200000048,0.01772947796,0.01172414515,0.02800707333,0,1.200000048
KKT1,std,0,1,0.001,8,none,0.9876416667,1,1,0,0,-3.199183702,25.13622665,-9.512371063,0.9237816334,83.80170314,0,0,-29.18295288,36.94662476,-54.82722092,0.608529985,83.59417212,8.164883614,1.296380639,0.586835444,0.02462533303,0.01731415279,0.0315476954,0,1.200000048,0.0167620182,0.01265875529,0.02368689328,0,1.200000048
KKT1,std,0,1,0.001,9,none,0.9870229167,1,1,0,0,-3.695955038,25.93062973,-11.73330116,0.91636163,83.20819804,0,0,-32.07088089,38.85588074,-68.86117554,0.6121739745,83.29931086,8.662541389,1.341297984,0.5689931512,0.02388123609,0.01496649627,0.03297280893,0,1.200000048,0.01587697864,0.01152239367,0.02147076838,0,1.200000048
KKT1,std,0,1,0.001,10,none,0.9869791667,1,1,0,0,-4.134004116,25.74573135,-15.50567055,0.8988114595,84.3586652,0,0,-32.12862396,39.86887741,-57.58799744,0.5983385444,84.17783683,9.036409378,1.366402507,0.5893111825,0.02400827594,0.01468999777,0.03298442438,0,1.200000048,0.01554841734,0.01169597264,0.02133019827,0,1.200000048
KKT1,std,0,1,0.001,11,none,0.9871770833,1,1,0,0,-4.07084465,26.88045883,-11.26975918,0.9061629176,84.82038867,0,0,-32.43195343,40.33320999,-52.58200836,0.5937846899,83.95945717,9.452596664,1.380973101,0.5826116204,0.02302633226,0.01678112708,0.02959564514,0,1.200000048,0.01527584158,0.01093691401,0.02253329754,0,1.200000048
KKT1,std,0,1,0.001,12,none,0.9867166667,1,1,0,0,-4.273375034,27.43068695,-12.48019123,0.9065731168,84.57840494,0,0,-35.77404404,41.49872208,-64.36894989,0.5918016434,84.36229387,9.739242554,1.404395461,0.5975657105,0.02263750322,0.0163497068,0.03019669838,0,1.200000048,0.01486973558,0.01027464587,0.02088279091,0,1.200000048
KKT1,std,0,1,0.001,13,none,0.9874270833,1,1,0,0,-5.038838387,28.40227318,-13.92125034,0.8906292915,84.73667054,0,0,-35.3950386,41.26960373,-61.47005463,0.5900999308,84.44770904,9.974471092,1.417403221,0.5779844522,0.0216937121,0.01611098275,0.02847100608,0,1.200000048,0.01497881021,0.0109178815,0.01925693452,0,1.200000048
KKT1,std,0,1,0.001,14,none,0.9867333333,1,1,0,0,-5.027793407,28.34252739,-14.31727886,0.8920247555,85.07506315,0,0,-35.65895462,42.99949265,-61.08363342,0.6021576524,84.38283432,10.28931713,1.429805279,0.6039445996,0.02170388587,0.01585827395,0.03040774912,0,1.200000048,0.01430327911,0.01075356733,0.02039738744,0,1.200000048
KKT1,std,0,1,0.001,15,none,0.9865125,1,1,0,0,-5.188876152,28.49685287,-11.79137135,0.8823738098,85.44265604,0,0,-37.68774033,43.57619858,-63.21375275,0.5961269736,84.6076015,10.59711456,1.42976892,0.6090003848,0.02167315036,0.01385132223,0.02772296406,0,1.200000048,0.01419319119,0.01096772309,0.0200539045,0,1.200000048
KKT1,std,0,1,0.001,16,none,0.9872791667,1,1,0,0,-5.345281124,29.18745422,-16.7212944,0.8869743347,85.95759915,0,0,-35.97008514,43.52366638,-59.62833405,0.6070094705,85.01171966,10.79354382,1.429209948,0.6136057973,0.02125672251,0.01437148917,0.02925611474,0,1.200000048,0.01413127873,0.01029836107,0.01959956065,0,1.200000048
KKT1,std,0,1,0.001,17,none,0.98703125,1,1,0,0,-5.13550806,29.2890892,-14.62145901,0.8879719973,86.05087225,0,0,-36.89718628,43.23829651,-63.14515305,0.5866917968,84.71653571,11.02915668,1.423793674,0.6064280868,0.02113500051,0.0150068244,0.02562748641,0,1.200000048,0.01433399133,0.01085669547,0.02095759287,0,1.200000048
KKT1,std,0,1,0.001,18,none,0.987225,1,1,0,0,-5.432261467,29.31247139,-15.10644245,0.8863084912,85.88455377,0,0,-37.67637634,44.43186951,-67.40402985,0.5953213573,85.11448136,11.22074413,1.432766676,0.625466764,0.02093598247,0.01421441603,0.0279012192,0,1.200000048,0.01389852818,0.009678332135,0.01945627853,0,1.200000048
KKT1,std,0,1,0.001,19,none,0.9867083333,1,1,0,0,-5.835521698,29.98040199,-16.03502083,0.8788758516,85.43419992,0,0,-40.77176666,46.13758087,-78.95977783,0.5803843737,84.10153842,11.49263668,1.459524393,0.6185147166,0.02073437907,0.01226668712,0.02631989308,0,1.200000048,0.01338217407,0.00896114856,0.01849255897,0,1.200000048
KKT1,std,0,1,0.001,20,none,0.9868041667,1,1,0,0,-5.821892738,30.93022728,-18.70428848,0.8910132051,85.76503643,0,0,-40.99183273,47.09446716,-72.7361145,0.5865885615,84.016067,11.68096542,1.469240904,0.608712852,0.02000195161,0.01259757951,0.02548993006,0,1.200000048,0.01313493773,0.008706729859,0.01875617914,0,1.200000048
KKT1,std,0,1,0.001,21,none,0.9869645833,1,1,0,0,-6.176712036,29.30690384,-15.63389397,0.8784452677,86.15880082,0,0,-40.36604309,45.36476898,-71.45104218,0.5816526413,84.81848585,11.87167645,1.449637532,0.628424108,0.02096621133,0.01173515804,0.02672533505,0,1.200000048,0.01356107462,0.009925841354,0.02093977109,0,1.200000048
KKT1,std,0,1,0.001,22,none,0.9871166667,1,1,0,0,-7.368983746,29.96934319,-15.1890192,0.854983151,85.92807998,0,0,-40.00551987,45.15189743,-65.99900055,0.5929636955,84.91391069,12.09952736,1.467411518,0.6220451593,0.02063980326,0.01331778616,0.02780724503,0,1.200000048,0.01366445608,0.009965565056,0.02252132818,0,1.200000048
KKT1,std,0,1,0.001,23,none,0.9876020833,1,1,0,0,-7.51508379,30.88032722,-17.13471031,0.85451895,86.50207206,0,0,-39.38285065,46.50792313,-75.56781769,0.6002756953,84.88583787,12.34776974,1.47154808,0.6440623999,0.02012189105,0.01355159469,0.02572190762,0,1.200000048,0.01329813804,0.009491627105,0.01863994449,0,1.200000048
KKT1,std,0,1,0.001,24,none,0.9866625,1,1,0,0,-7.458947182,31.41575241,-16.88254738,0.8615577221,86.07274384,0,0,-41.79326248,47.12142944,-66.95586395,0.5823769569,84.27536328,12.45513344,1.489458442,0.6525362134,0.019756658,0.01473723724,0.02470024489,0,1.200000048,0.0131277265,0.009762848727,0.01786668785,0,1.200000048
